#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-04-05T08:57:08 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-05T08:57:08	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/219/4/table7&-out.all&-out.max=99999	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_219_4_table7:
#Name: J/ApJS/219/4/table7
#Title: *Parameters of final multicomponent decompositions
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I4)	[1/2352] Running sequence number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id]
#Column	Mod	(a8)	Type of final decomposition model (1)	[ucd=meta.note]
#Column	Nc	(I1)	[1/4] Number of components in the model (1-4)	[ucd=meta.number]
#Column	Q	(I1)	[3/5] Quality flag, 5=most reliable (2)	[ucd=meta.code.qual]
#Column	C	(a7)	Phsical interpretation of the component (1)	[ucd=meta.id;stat.fit]
#Column	Fn	(A8)	The GALFIT function used for the component (sersic, edgedisk, expdisk, ferrer2 or psf)	[ucd=meta.id;stat.fit]
#Column	f1	(F6.3)	[0.006/1]? "sersic" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag1	(F6.3)	[7/19.4]? "sersic" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q1	(F6.3)	[0.1/1]? "sersic" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA1	(F6.2)	[0.08/180]? "sersic" position angle (3)	[ucd=pos.posAng]
#Column	Re	(F6.2)	[0.004/430]? "sersic" effective radius (R_e_)	[ucd=phys.angSize]
#Column	n	(F6.3)	[0.01/20]? "sersic" parameter n	[ucd=stat.fit.param]
#Column	f2	(F6.3)	[0.02/1]? "edgedisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mu02	(F6.3)	[11.8/24.6]? "edgedisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	PA2	(F6.2)	[-90/90]? "edgedisk" PA	[ucd=pos.posAng]
#Column	hr2	(F6.2)	[1/153]? "edgedisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	hz2	(F5.2)	[0.003/39]? "edgedisk" z-scale h_z_	[ucd=stat.fit.param]
#Column	f3	(F6.3)	[0.02/1]? "expdisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag3	(F6.3)	[6.5/18.1]? "expdisk" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q3	(F6.3)	[0.1/1]? "expdisk" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA3	(F6.2)	[-90/90]? "expdisk" position angle (3)	[ucd=pos.posAng]
#Column	hr3	(F6.2)	[0.7/332]? "expdisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	mu03	(F6.3)	[16.4/25.3]? "expdisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	f4	(F6.3)	[0.003/0.6]? "ferrer2" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mu04	(F6.3)	[16/24.8]? "ferrer2" central surface sky brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	q4	(F6.3)	[0.01/1]? "ferrer2" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA4	(F6.2)	[-90/90]? "ferrer2" position angle (3)	[ucd=pos.posAng]
#Column	Rbar	(F6.2)	[3.7/232.5]? "ferrer2" outer truncation radius of the bar (R_bar_)	[ucd=phys.size.radius]
#Column	f5	(F6.3)	[0.001/0.4]? "psf" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag5	(F6.3)	[11.5/21.1]? "psf" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
recno	Seq	Name	Mod	Nc	Q	C	Fn	f1	mag1	q1	PA1	Re	n	f2	mu02	PA2	hr2	hz2	f3	mag3	q3	PA3	hr3	mu03	f4	mu04	q4	PA4	Rbar	f5	mag5
      92	  54	ESO287-009	_bz     	2	4	B      	sersic  	 0.686	14.003	 0.195	105.06	 29.80	 1.587	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
      93	  54	ESO287-009	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.314	20.421	-75.70	 13.14	 2.03	      	      	      	      	      	      	      	      	      	      	      	      	
      94	  55	ESO287-037	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.933	13.331	 0.897	 49.61	 18.69	21.685	      	      	      	      	      	      	
      95	  55	ESO287-037	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.067	22.205	 0.313	 -9.07	 27.84	      	
      96	  56	ESO287-043	_zz     	2	4	Z      	sersic  	 0.514	14.689	 0.252	109.87	 44.28	 0.442	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
      97	  56	ESO287-043	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.486	20.427	-71.11	 11.18	 2.66	      	      	      	      	      	      	      	      	      	      	      	      	
      98	  57	ESO288-013	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.014	 0.935	 67.05	 14.72	21.848	      	      	      	      	      	      	
      99	  58	ESO289-010	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.647	21.665	-57.45	 21.29	 5.20	      	      	      	      	      	      	      	      	      	      	      	      	
     100	  58	ESO289-010	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.354	20.500	-42.90	 18.44	 1.49	      	      	      	      	      	      	      	      	      	      	      	      	
     101	  59	ESO289-026	_d      	1	3	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.263	 0.500	-26.84	 18.38	22.581	      	      	      	      	      	      	
     102	  60	ESO289-048	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.940	14.424	 0.308	-38.55	 15.58	22.383	      	      	      	      	      	      	
     103	  60	ESO289-048	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.060	21.891	 0.441	-15.83	 11.59	      	
     104	  61	ESO291-024	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.943	14.538	 0.266	-89.13	 16.38	22.605	      	      	      	      	      	      	
     105	  61	ESO291-024	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.057	21.962	 0.423	 70.81	 11.25	      	
     106	  62	ESO292-014	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.545	21.059	 83.92	 24.98	 6.06	      	      	      	      	      	      	      	      	      	      	      	      	
     107	  62	ESO292-014	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.455	19.313	 63.56	 20.17	 1.66	      	      	      	      	      	      	      	      	      	      	      	      	
     108	  63	ESO293-034	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.942	18.831	 10.83	 16.55	 5.50	      	      	      	      	      	      	      	      	      	      	      	      	
     109	  63	ESO293-034	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.058	14.968
     110	  64	ESO293-045	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.744	15.755	 0.333	-37.88	 13.58	23.414	      	      	      	      	      	      	
     111	  64	ESO293-045	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.256	22.938	 0.160	-50.54	 39.24	      	
     112	  65	ESO298-015	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.969	14.000	 0.412	 57.09	 20.11	22.513	      	      	      	      	      	      	
     113	  65	ESO298-015	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.031	22.987	 0.231	 34.92	 22.72	      	
     114	  66	ESO298-023	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.902	 0.922	-13.05	  9.30	21.741	      	      	      	      	      	      	
     115	  67	ESO300-014	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	12.752	 0.435	-14.08	 50.75	23.274	      	      	      	      	      	      	
     116	  68	ESO302-009	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.957	14.425	 0.300	 50.02	 24.12	23.333	      	      	      	      	      	      	
     117	  68	ESO302-009	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.039	22.660	 0.350	 38.82	 14.82	      	
     118	  68	ESO302-009	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.003	20.579
     119	  69	ESO302-014	_d      	1	3	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.667	 0.509	-58.54	 22.12	24.387	      	      	      	      	      	      	
     120	  70	ESO302-021	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	16.140	 0.322	  8.30	  8.34	22.742	      	      	      	      	      	      	
     121	  71	ESO305-009	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.915	13.489	 0.746	 53.84	 42.57	23.629	      	      	      	      	      	      	
     122	  71	ESO305-009	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.085	22.926	 0.497	-84.78	 31.82	      	
     123	  72	ESO305-017	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.373	 0.334	 63.26	 19.86	22.858	      	      	      	      	      	      	
     124	  73	ESO340-008	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	18.405	 34.19	  6.86	 1.03	      	      	      	      	      	      	      	      	      	      	      	      	
     125	  74	ESO340-009	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.727	21.622	-82.70	 16.79	 4.87	      	      	      	      	      	      	      	      	      	      	      	      	
     126	  74	ESO340-009	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.273	20.714	-60.36	 10.23	 1.72	      	      	      	      	      	      	      	      	      	      	      	      	
     127	  75	ESO340-017	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.781	13.599	 0.515	-65.86	 16.70	21.709	      	      	      	      	      	      	
     128	  75	ESO340-017	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.219	19.955	 0.175	-80.42	 23.15	      	
     129	  76	ESO340-042	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.901	13.622	 0.687	 71.92	 28.43	22.886	      	      	      	      	      	      	
     130	  76	ESO340-042	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.096	21.543	 0.364	-57.30	 19.31	      	
     131	  76	ESO340-042	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.004	19.701
     132	  77	ESO341-032	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.976	13.447	 0.932	-52.50	 14.09	21.187	      	      	      	      	      	      	
     133	  77	ESO341-032	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.024	21.862	 0.214	-66.76	 15.81	      	
     134	  78	ESO342-013	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.751	13.376	 0.403	-12.97	 15.94	21.384	      	      	      	      	      	      	
     135	  78	ESO342-013	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.249	19.559	 0.116	-24.14	 28.47	      	
     136	  79	ESO342-050	_bd     	2	5	B      	sersic  	 0.039	15.414	 0.827	128.56	  2.08	 0.845	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     137	  79	ESO342-050	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.961	11.945	 0.640	 25.65	 21.16	20.568	      	      	      	      	      	      	
     138	  80	ESO345-046	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.946	13.231	 0.871	 66.86	 23.09	22.043	      	      	      	      	      	      	
     139	  80	ESO345-046	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.054	22.523	 0.302	-65.28	 30.60	      	
     140	  81	ESO346-001	_zz     	2	4	Z1     	sersic  	 0.531	14.047	 0.137	 64.63	 36.63	 0.425	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     141	  81	ESO346-001	_zz     	2	4	Z2     	edgedisk	      	      	      	      	      	      	 0.469	18.381	 64.30	  8.35	 0.91	      	      	      	      	      	      	      	      	      	      	      	      	
     142	  82	ESO346-014	_bz     	2	4	B      	sersic  	 0.624	15.106	 0.185	 58.76	 32.12	 3.421	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     143	  82	ESO346-014	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.376	21.468	 56.20	 15.79	 2.01	      	      	      	      	      	      	      	      	      	      	      	      	
     144	  83	ESO347-008	_d      	1	4	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.688	 0.872	 39.05	 22.50	23.444	      	      	      	      	      	      	
     145	  84	ESO347-017	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.207	 0.470	-88.54	 17.64	22.435	      	      	      	      	      	      	
     146	  85	ESO347-029	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.875	13.666	 0.359	-33.32	 44.73	23.914	      	      	      	      	      	      	
     147	  85	ESO347-029	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.078	22.065	 0.552	 87.49	 18.58	      	
     148	  85	ESO347-029	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.047	16.870
     149	  86	ESO355-026	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.992	12.933	 0.547	-24.12	 15.18	20.835	      	      	      	      	      	      	
     150	  86	ESO355-026	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.008	18.178
     151	  87	ESO356-018	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.880	 0.208	 75.56	 14.39	22.666	      	      	      	      	      	      	
     152	  88	ESO357-007	_bz     	2	4	B      	sersic  	 0.107	17.429	 0.399	108.71	 13.40	 1.469	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     153	  88	ESO357-007	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.893	22.598	-47.52	 22.70	 6.90	      	      	      	      	      	      	      	      	      	      	      	      	
     154	  89	ESO357-012	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.942	13.345	 0.622	-50.63	 39.15	23.304	      	      	      	      	      	      	
     155	  89	ESO357-012	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.058	23.256	 0.312	-81.20	 40.95	      	
     156	  90	ESO357-025	_dd     	2	5	D      	sersic  	 0.330	16.055	 0.397	 26.04	  8.55	 0.824	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     157	  90	ESO357-025	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.670	15.277	 0.411	 28.05	 12.08	22.683	      	      	      	      	      	      	
     158	  91	ESO358-005	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.435	 0.737	-87.20	 17.45	22.640	      	      	      	      	      	      	
     159	  92	ESO358-015	_dd     	2	5	D      	sersic  	 0.138	17.194	 0.548	  8.90	 10.49	 0.374	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     160	  92	ESO358-015	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.862	15.201	 0.760	-21.61	 11.74	22.544	      	      	      	      	      	      	
     161	  93	ESO358-020	_dd     	2	5	D      	sersic  	 0.234	15.788	 0.376	165.72	 16.46	 0.285	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     162	  93	ESO358-020	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.766	14.488	 0.562	-20.24	 15.38	22.418	      	      	      	      	      	      	
     163	  94	ESO358-025	_dd     	2	5	B      	sersic  	 0.458	13.952	 0.587	 60.63	 11.77	 0.907	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     164	  94	ESO358-025	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.542	13.764	 0.622	 55.55	 17.50	21.975	      	      	      	      	      	      	
     165	  95	ESO358-051	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.926	13.669	 0.504	  2.44	  9.93	20.650	      	      	      	      	      	      	
     166	  95	ESO358-051	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.074	20.962	 0.495	 30.76	 11.25	      	
     167	  96	ESO358-054	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.129	 0.635	 80.08	 20.68	22.702	      	      	      	      	      	      	
     168	  97	ESO358-060	_d      	1	4	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	16.436	 0.298	-82.34	 18.83	24.806	      	      	      	      	      	      	
     169	  98	ESO358-063	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.517	11.959	 0.289	-49.52	 38.39	21.875	      	      	      	      	      	      	
     170	  98	ESO358-063	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.480	12.035	 0.289	-49.52	 13.24	19.639	      	      	      	      	      	      	
     171	  98	ESO358-063	_ddn    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.003	17.398
     172	  99	ESO359-003	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.458	14.726	 0.332	-52.90	 28.75	24.015	      	      	      	      	      	      	
     173	  99	ESO359-003	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.542	14.553	 0.332	-52.90	  9.84	21.512	      	      	      	      	      	      	
     174	 100	ESO359-022	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	16.506	 0.502	 26.28	  7.56	22.893	      	      	      	      	      	      	
     175	 101	ESO359-029	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.417	 0.507	 16.76	 17.79	22.663	      	      	      	      	      	      	
     176	 102	ESO359-031	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.410	 0.910	 43.19	 11.36	21.683	      	      	      	      	      	      	
     177	 103	ESO361-009	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.067	 0.340	 43.06	 32.66	24.632	      	      	      	      	      	      	
     178	 104	ESO361-015	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	12.787	 0.297	-85.20	 20.84	21.377	      	      	      	      	      	      	
     179	 105	ESO361-019	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.745	14.542	 0.382	-80.04	 11.87	21.909	      	      	      	      	      	      	
     180	 105	ESO361-019	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.255	21.265	 0.373	 82.82	 20.68	      	
     181	 106	ESO362-009	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	12.583	 0.757	 35.21	 45.47	22.867	      	      	      	      	      	      	
     182	 107	ESO362-011	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	 0.420	21.252	 75.69	 31.90	15.38	      	      	      	      	      	      	      	      	      	      	      	      	
     183	 107	ESO362-011	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	 0.568	18.797	 56.62	 22.20	 4.16	      	      	      	      	      	      	      	      	      	      	      	      	
     184	 107	ESO362-011	_zzn    	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.012	16.399
     185	 108	ESO362-019	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.972	14.134	 0.310	  0.39	 26.78	23.268	      	      	      	      	      	      	
     186	 108	ESO362-019	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.028	23.238	 0.398	-45.96	 17.25	      	
     187	 109	ESO399-025	_bd     	2	4	B      	sersic  	 0.758	12.541	 0.547	156.98	  7.65	 5.331	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     188	 109	ESO399-025	_bd     	2	4	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.242	13.668	 0.712	-21.77	 33.57	23.293	      	      	      	      	      	      	
     189	 110	ESO400-025	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.973	14.354	 0.482	-37.58	 20.71	22.931	      	      	      	      	      	      	
     190	 110	ESO400-025	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.027	22.944	 0.199	-41.66	 18.68	      	
     191	 111	ESO402-025	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.975	14.948	 0.379	 80.40	 10.46	22.042	      	      	      	      	      	      	
     192	 111	ESO402-025	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.025	20.736	 0.046	-89.92	 10.50	      	
     193	 112	ESO402-026	_bdbar  	3	5	B      	sersic  	 0.400	12.530	 0.389	106.39	  3.11	 0.594	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     194	 112	ESO402-026	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.364	12.614	 0.357	-70.93	 31.70	22.115	      	      	      	      	      	      	
     195	 112	ESO402-026	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.236	19.476	 0.516	 81.86	 25.71	      	
     196	 113	ESO402-030	_dd     	2	5	D      	sersic  	 0.338	14.029	 0.415	145.62	  5.60	 0.419	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     197	 113	ESO402-030	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.662	13.292	 0.622	-42.08	  7.04	19.527	      	      	      	      	      	      	
     198	 114	ESO403-024	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.060	17.458	 0.625	 46.54	  2.67	21.584	      	      	      	      	      	      	
     199	 114	ESO403-024	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.940	14.466	 0.625	 46.54	 13.10	22.048	      	      	      	      	      	      	
     200	 115	ESO403-031	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.960	15.123	 0.607	-31.84	 13.17	22.716	      	      	      	      	      	      	
     201	 115	ESO403-031	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.040	21.714	 0.300	 45.16	  7.50	      	
     202	 116	ESO404-003	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.955	13.310	 0.529	  9.03	 13.68	20.986	      	      	      	      	      	      	
     203	 116	ESO404-003	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.045	18.421	 0.039	 13.50	 11.25	      	
     204	 117	ESO404-012	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.851	12.136	 0.850	-61.19	 13.03	19.707	      	      	      	      	      	      	
     205	 117	ESO404-012	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.100	20.134	 0.243	-43.49	 26.99	      	
     206	 117	ESO404-012	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.049	15.230
